39, 13, Never-married, Adm-clerical, Not-in-family, White, 0, 40, United-States, <=50K
31,9, Married-civ-spouse, Craft-repair, Husband, White,0,20, United-States, <=50K
64,9, Married-civ-spouse, Craft-repair, Husband, White,0,40, United-States, >50K
45,8, Never-married, Other-service, Own-child, White,0,10, Mexico, <=50K
47,9, Married-civ-spouse, Other-service, Wife, White,0,35, United-States, <=50K
22,9, Never-married, Machine-op-inspct, Other-relative, White,0,35, United-States, <=50K
24,13, Never-married, Transport-moving, Unmarried, Black,0,40, United-States, <=50K
69,9, Married-civ-spouse, Other-service, Husband, White,0,20, United-States, <=50K
40,11, Married-civ-spouse, Exec-managerial, Husband, White,0,40, United-States, >50K
45,9, Married-civ-spouse, Craft-repair, Husband, White,0,40, United-States, <=50K
47,12, Never-married, Farming-fishing, Other-relative, White,0,45, United-States, >50K
31,9, Never-married, Machine-op-inspct, Not-in-family, White,0,40, United-States, <=50K
48,12, Divorced, Exec-managerial, Unmarried, White,0,42, United-States, <=50K
41,13, Married-civ-spouse, Prof-specialty, Wife, Black,0,35, Haiti, >50K
34,13, Never-married, Adm-clerical, Own-child, White,0,40, United-States, <=50K
48,10, Married-civ-spouse, Prof-specialty, Husband, White,0,40, United-States, <=50K
28,11, Married-civ-spouse, Prof-specialty, Wife, White,0,36, United-States, >50K
20,12, Never-married, Exec-managerial, Own-child, White,0,40, United-States, <=50K
39,13, Married-civ-spouse, Adm-clerical, Husband, Asian-Pac-Islander,0,40, Philippines, >50K
40,10, Divorced, Exec-managerial, Not-in-family, Black,0,40, United-States, <=50K
28,6, Never-married, Transport-moving, Not-in-family, White,0,45, United-States, <=50K
20,10, Never-married, Sales, Not-in-family, White,0,25, United-States, <=50K
41,13, Divorced, Prof-specialty, Not-in-family, Black,0,40, United-States, <=50K
49,10, Married-civ-spouse, Sales, Husband, White,0,50, United-States, >50K
24,9, Married-civ-spouse, Machine-op-inspct, Husband, White,0,40, United-States, <=50K
35,9, Married-civ-spouse, Protective-serv, Husband, White,0,40, United-States, <=50K
22,10, Never-married, Sales, Own-child, White,0,40, United-States, <=50K
23,13, Never-married, Other-service, Not-in-family, White,0,30, United-States, <=50K
23,9, Divorced, Exec-managerial, Unmarried, White,0,40, United-States, <=50K
42,11, Married-civ-spouse, Transport-moving, Husband, White,0,80, United-States, >50K
34,10, Married-civ-spouse, Prof-specialty, Husband, White,0,64, United-States, >50K
32,11, Never-married, Tech-support, Own-child, Black,0,40, United-States, <=50K
54,9, Married-civ-spouse, Adm-clerical, Husband, White,0,54, United-States, >50K
48,13, Separated, Adm-clerical, Unmarried, Asian-Pac-Islander,0,40, Philippines, <=50K
38,13, Married-civ-spouse, Prof-specialty, Husband, White,0,40, United-States, >50K
48,13, Divorced, Adm-clerical, Unmarried, White,0,40, United-States, <=50K
22,3, Married-civ-spouse, Other-service, Husband, White,0,40, El-Salvador, <=50K
42,13, Married-civ-spouse, Tech-support, Husband, White,0,50, United-States, >50K
31,16, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander,0,40, China, <=50K
27,9, Never-married, Other-service, Not-in-family, White,0,50, United-States, >50K
57,14, Separated, Prof-specialty, Not-in-family, White,0,32, United-States, >50K
46,11, Divorced, Tech-support, Not-in-family, White,0,42, United-States, <=50K
44,11, Married-civ-spouse, Craft-repair, Husband, White,0,40, United-States, >50K
42,10, Married-civ-spouse, Protective-serv, Husband, White,0,40, United-States, >50K
24,13, Never-married, Exec-managerial, Not-in-family, White,0,40, United-States, <=50K
38,2, Married-spouse-absent, Craft-repair, Not-in-family, White,0,40, Mexico, <=50K
29,13, Married-civ-spouse, Exec-managerial, Husband, White,0,52, Yugoslavia, >50K
38,9, Married-civ-spouse, Craft-repair, Husband, White,0,55, United-States, <=50K
33,10, Divorced, Exec-managerial, Unmarried, White,0,40, United-States, <=50K
61,9, Married-civ-spouse, Other-service, Wife, White,0,4, United-States, <=50K
49,11, Married-civ-spouse, Craft-repair, Husband, White,0,40, United-States, >50K
51,12, Married-civ-spouse, Exec-managerial, Husband, White,0,40, United-States, >50K
42,9, Divorced, Other-service, Other-relative, Black,0,35, United-States, <=50K
21,9, Never-married, Handlers-cleaners, Own-child, White,0,40, United-States, <=50K
29,9, Divorced, ?, Not-in-family, White,0,40, United-States, <=50K
54,10, Married-civ-spouse, Farming-fishing, Husband, White,0,50, United-States, <=50K
23,10, Never-married, Adm-clerical, Not-in-family, White,0,30, United-States, <=50K
52,6, Married-civ-spouse, Craft-repair, Husband, White,0,40, United-States, <=50K
28,14, Married-civ-spouse, Prof-specialty, Wife, White,0,40, United-States, >50K
23,10, Divorced, Handlers-cleaners, Own-child, White,0,40, United-States, <=50K
43,9, Married-civ-spouse, Sales, Husband, White,0,80, United-States, >50K
45,10, Married-civ-spouse, Craft-repair, Husband, White,0,50, United-States, >50K
51,4, Married-civ-spouse, Exec-managerial, Husband, White,0,42, United-States, <=50K
29,9, Married-spouse-absent, ?, Unmarried, Black,0,42, Haiti, <=50K
23,10, Never-married, Sales, Own-child, Asian-Pac-Islander,0,40, United-States, <=50K
73,13, Married-civ-spouse, Farming-fishing, Husband, White,0,30, United-States, <=50K
47,7, Divorced, Exec-managerial, Unmarried, White,0,55, United-States, <=50K
61,9, Married-civ-spouse, ?, Husband, White,0,37, United-States, <=50K
26,11, Never-married, Exec-managerial, Not-in-family, Black,0,40, United-States, <=50K
40,9, Married-civ-spouse, Handlers-cleaners, Husband, White,0,40, United-States, >50K
32,13, Married-civ-spouse, Sales, Husband, White,0,47, United-States, <=50K
39,6, Divorced, Other-service, Unmarried, Black,0,40, United-States, <=50K
33,13, Never-married, Prof-specialty, Not-in-family, White,0,40, United-States, <=50K
35,9, Married-civ-spouse, Farming-fishing, Husband, White,0,35, United-States, <=50K
42,9, Divorced, Exec-managerial, Own-child, White,0,40, United-States, <=50K
46,10, Married-civ-spouse, Craft-repair, Husband, White,0,44, United-States, <=50K
33,9, Never-married, Adm-clerical, Own-child, White,0,40, United-States, <=50K
47,3, Never-married, Machine-op-inspct, Own-child, White,0,20, United-States, <=50K
33,13, Married-civ-spouse, Exec-managerial, Husband, White,0,40, United-States, <=50K
26,9, Divorced, Adm-clerical, Own-child, White,0,40, United-States, <=50K
42,10, Divorced, Adm-clerical, Unmarried, Black,0,40, United-States, <=50K
28,13, Married-civ-spouse, Prof-specialty, Husband, White,0,50, United-States, <=50K
29,3, Married-civ-spouse, Machine-op-inspct, Husband, White,0,40, ?, <=50K
18,8, Never-married, Sales, Own-child, White,0,20, United-States, <=50K
33,10, Married-civ-spouse, Exec-managerial, Husband, White,0,45, United-States, <=50K
36,13, Widowed, Prof-specialty, Unmarried, White,0,44, United-States, <=50K
33,9, Married-civ-spouse, Protective-serv, Husband, White,0,48, United-States, >50K
40,9, Married-spouse-absent, Adm-clerical, Unmarried, White,0,40, United-States, <=50K
57,16, Married-civ-spouse, Sales, Husband, White,1902,40, United-States, >50K
40,9, Divorced, Transport-moving, Unmarried, White,0,45, United-States, <=50K
36,9, Married-civ-spouse, Tech-support, Husband, White,0,50, United-States, <=50K
45,13, Never-married, Adm-clerical, Not-in-family, Black,0,40, United-States, >50K
52,13, Married-civ-spouse, Exec-managerial, Husband, White,0,50, United-States, <=50K
24,9, Separated, Machine-op-inspct, Not-in-family, White,0,40, United-States, <=50K
30,9, Married-spouse-absent, Adm-clerical, Not-in-family, White,0,40, United-States, <=50K
28,9, Never-married, ?, Own-child, Black,0,40, United-States, <=50K
46,16, Never-married, Prof-specialty, Not-in-family, White,0,45, United-States, <=50K
36,9, Separated, Sales, Unmarried, Black,0,40, United-States, <=50K
48,9, Never-married, Exec-managerial, Not-in-family, White,0,50, United-States, <=50K
36,11, Divorced, Adm-clerical, Unmarried, White,0,40, United-States, <=50K
48,9, Married-civ-spouse, Transport-moving, Husband, White,0,40, United-States, >50K
21,10, Never-married, Tech-support, Own-child, White,1719,9, United-States, <=50K
18,9, Never-married, Adm-clerical, Not-in-family, White,0,40, United-States, <=50K
38,13, Divorced, Prof-specialty, Not-in-family, White,0,50, United-States, >50K
66,7, Widowed, ?, Not-in-family, Black,0,40, United-States, <=50K
36,13, Married-civ-spouse, Protective-serv, Husband, White,0,55, United-States, >50K
38,9, Never-married, Transport-moving, Not-in-family, White,0,40, United-States, <=50K
55,15, Widowed, Prof-specialty, Not-in-family, White,0,55, United-States, >50K
27,9, Married-civ-spouse, Craft-repair, Husband, White,0,45, United-States, >50K
22,12, Never-married, Adm-clerical, Not-in-family, White,0,40, United-States, <=50K
29,10, Never-married, Handlers-cleaners, Other-relative, White,0,40, United-States, <=50K
40,10, Never-married, Exec-managerial, Unmarried, White,0,40, United-States, <=50K
21,10, Never-married, Sales, Own-child, White,0,20, United-States, <=50K
49,9, Divorced, Adm-clerical, Not-in-family, White,0,40, United-States, <=50K
29,13, Married-civ-spouse, Prof-specialty, Wife, White,0,50, United-States, >50K
28,13, Never-married, Exec-managerial, Not-in-family, White,0,50, United-States, >50K
26,9, Married-civ-spouse, Protective-serv, Husband, White,0,40, United-States, <=50K
33,9, Never-married, Adm-clerical, Not-in-family, White,0,41, United-States, <=50K
72,15, Married-civ-spouse, ?, Husband, White,0,40, United-States, >50K
59,14, Married-civ-spouse, Tech-support, Husband, White,0,40, Iran, <=50K
37,11, Married-civ-spouse, Adm-clerical, Husband, White,0,40, United-States, <=50K
56,6, Divorced, ?, Not-in-family, White,0,40, United-States, <=50K
27,10, Never-married, Craft-repair, Not-in-family, White,0,40, United-States, <=50K
39,14, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander,0,40, Philippines, >50K
49,14, Never-married, Prof-specialty, Not-in-family, White,0,80, United-States, <=50K
30,9, Married-civ-spouse, Sales, Own-child, Asian-Pac-Islander,0,40, United-States, <=50K
28,5, Married-civ-spouse, Protective-serv, Wife, Black,0,40, United-States, <=50K
25,13, Never-married, Protective-serv, Own-child, White,0,40, United-States, <=50K
18,6, Never-married, Machine-op-inspct, Own-child, White,0,40, United-States, <=50K
25,12, Never-married, Handlers-cleaners, Own-child, White,0,26, United-States, <=50K
36,10, Never-married, Machine-op-inspct, Own-child, White,0,40, United-States, <=50K
52,9, Married-civ-spouse, Machine-op-inspct, Husband, White,0,40, United-States, >50K
20,8, Never-married, ?, Not-in-family, Other,1602,40, United-States, <=50K
25,9, Divorced, Craft-repair, Not-in-family, White,0,40, United-States, <=50K
26,13, Never-married, Prof-specialty, Own-child, White,0,40, United-States, <=50K
50,13, Married-civ-spouse, Exec-managerial, Wife, White,2415,20, United-States, >50K
48,12, Married-civ-spouse, Exec-managerial, Husband, White,0,40, United-States, >50K
39,9, Married-civ-spouse, Handlers-cleaners, Husband, White,0,40, United-States, <=50K
30,13, Married-civ-spouse, Prof-specialty, Husband, White,0,40, United-States, <=50K
26,9, Married-civ-spouse, Craft-repair, Husband, White,0,60, United-States, <=50K
36,10, Married-civ-spouse, Craft-repair, Husband, White,1887,40, United-States, >50K
49,16, Married-civ-spouse, Sales, Husband, White,0,60, United-States, <=50K
34,13, Married-civ-spouse, Prof-specialty, Husband, White,0,60, United-States, <=50K
28,9, Never-married, Other-service, Other-relative, Other,0,48, Mexico, <=50K
28,9, Never-married, Other-service, Not-in-family, White,0,40, United-States, <=50K
42,10, Married-civ-spouse, Craft-repair, Husband, White,0,40, United-States, >50K
26,9, Married-civ-spouse, Craft-repair, Husband, White,0,40, United-States, <=50K
54,9, Married-civ-spouse, Craft-repair, Husband, Black,0,40, United-States, >50K
66,5, Married-civ-spouse, ?, Husband, White,0,40, United-States, <=50K
61,9, Married-civ-spouse, Sales, Husband, White,0,53, United-States, <=50K
45,15, Never-married, Prof-specialty, Not-in-family, White,0,30, United-States, >50K
29,13, Never-married, Adm-clerical, Not-in-family, White,0,35, United-States, <=50K
74,9, Divorced, Handlers-cleaners, Not-in-family, White,0,16, United-States, <=50K
61,9, Widowed, Prof-specialty, Not-in-family, White,0,40, United-States, <=50K
27,10, Never-married, Sales, Own-child, White,0,22, United-States, <=50K
53,13, Married-civ-spouse, Prof-specialty, Husband, White,0,40, United-States, >50K
57,9, Married-civ-spouse, Farming-fishing, Husband, Asian-Pac-Islander,0,40, United-States, <=50K
41,10, Married-civ-spouse, Craft-repair, Husband, White,0,40, United-States, <=50K
45,13, Married-civ-spouse, Prof-specialty, Husband, White,0,50, United-States, <=50K
43,9, Married-civ-spouse, Sales, Husband, White,0,40, United-States, <=50K
26,13, Married-civ-spouse, ?, Wife, White,1977,40, United-States, >50K
29,9, Married-civ-spouse, Other-service, Own-child, Asian-Pac-Islander,0,25, Philippines, <=50K
65,4, Married-civ-spouse, ?, Husband, White,0,20, United-States, <=50K
41,13, Married-civ-spouse, Exec-managerial, Wife, White,0,40, United-States, <=50K
31,13, Never-married, Prof-specialty, Other-relative, White,0,40, ?, <=50K
50,9, Divorced, Machine-op-inspct, Not-in-family, White,0,40, United-States, <=50K
52,9, Married-civ-spouse, Sales, Husband, White,0,60, United-States, >50K
18,9, Never-married, Transport-moving, Own-child, White,0,60, United-States, <=50K
26,4, Never-married, Other-service, Unmarried, Other,0,30, ?, <=50K
57,9, Married-civ-spouse, Craft-repair, Husband, White,0,40, United-States, <=50K
63,10, Married-civ-spouse, Adm-clerical, Husband, White,1740,40, United-States, <=50K
29,9, Never-married, Adm-clerical, Other-relative, White,0,40, Mexico, <=50K
32,13, Married-civ-spouse, Prof-specialty, Husband, White,0,40, United-States, >50K
34,9, Married-civ-spouse, Machine-op-inspct, Husband, White,0,40, United-States, >50K
43,9, Divorced, Adm-clerical, Unmarried, White,0,58, United-States, <=50K
39,10, Married-civ-spouse, Machine-op-inspct, Husband, White,0,40, United-States, >50K
28,9, Never-married, Machine-op-inspct, Own-child, White,0,45, United-States, <=50K
32,13, Never-married, Adm-clerical, Not-in-family, White,0,40, United-States, <=50K
28,15, Never-married, Prof-specialty, Not-in-family, White,0,90, United-States, <=50K
40,10, Married-civ-spouse, Machine-op-inspct, Husband, White,0,50, United-States, >50K
25,13, Never-married, Tech-support, Not-in-family, White,0,60, United-States, >50K
54,14, Married-civ-spouse, Prof-specialty, Husband, White,0,50, United-States, >50K
48,13, Married-civ-spouse, Farming-fishing, Husband, White,0,70, United-States, >50K
51,10, Divorced, Exec-managerial, Not-in-family, White,0,36, United-States, <=50K
67,4, Married-civ-spouse, Transport-moving, Husband, White,0,35, United-States, <=50K
17,6, Never-married, Sales, Unmarried, White,0,24, United-States, <=50K
24,10, Never-married, Other-service, Not-in-family, White,0,40, United-States, <=50K
25,9, Married-civ-spouse, Handlers-cleaners, Husband, White,0,40, United-States, <=50K
68,9, Married-civ-spouse, ?, Wife, White,0,25, United-States, <=50K
54,10, Divorced, Other-service, Not-in-family, White,0,47, United-States, <=50K
32,9, Divorced, Prof-specialty, Own-child, White,0,40, United-States, <=50K
61,10, Divorced, ?, Not-in-family, White,0,40, United-States, <=50K
41,9, Never-married, Adm-clerical, Own-child, White,0,40, United-States, <=50K
53,9, Divorced, Other-service, Not-in-family, White,0,40, United-States, <=50K
45,11, Divorced, Prof-specialty, Not-in-family, White,0,32, United-States, <=50K
64,4, Widowed, ?, Not-in-family, White,0,4, United-States, <=50K
51,9, Married-civ-spouse, Machine-op-inspct, Husband, White,0,40, United-States, >50K
41,14, Married-civ-spouse, Prof-specialty, Husband, White,0,60, United-States, >50K
40,11, Married-civ-spouse, Prof-specialty, Wife, White,0,65, United-States, >50K
